,account_name,username,post_date,tweet
685,Fahd Pahdepie,@fahdpahdepie,2021-11-14T12:02:18.000Z,yang paling sedih dari polemik adalah dua hal ikut ini pertama tuduh bahwa yang tidak tuju ini arti tidak tuju pada cegah dan berantas keras seksual di kampuskampus masuk tuduh kepada dan
686,Aji Ery Burhandenny,@EryAji,2021-11-14T11:59:37.000Z,and others atur kait buat asusila ada pada tata tertib di tiap kampus kok semua larang buat sebut jadi jangan khawatir kait aurat tidak semua agama islam jadi tidak dapat paksa kepada semua orang kan permendikbud ppks ini khusus kena keras seksual
687,Fahd Pahdepie,@fahdpahdepie,2021-11-14T11:50:01.000Z,kalau ada pihak yang minta cabut bukan arti tidak tuju cegah tangan keras seksual di kampus memang kalau produk bijak publik masalah yang perlu revisi harus cabut dulu lalu revisi lalu terbit yang baru hasil revisi
688,Jefri Siboro,@jefsiboro,2021-11-14T11:49:44.000Z,dunia kampus kok bisabisanya jadi bagai fantasi liar seks bebas paksa norak tidak modal amat mau wikwik lokasi dan waktu jadi dari korban keras seksual jadi cara diamdiam sembunyisembunyi dengan tenang dan teliti tingkat tinggi mesti pro korban
689,Ikan Kembungg,@Ikan_kembungg,2021-11-14T11:45:45.000Z,and kalau korban tuju itu nama bukan keras seksual tapi nama asusila di lingkung kampus sedang kan itu atur kena keras seksual paham dik oh gue ejek cebong kalau cebong apa kemarin gue ribut sama cebong yang tertawa banjir daerah khusus ibukota ya
690,tiredsaurus,@yuliseeee,2021-11-14T11:32:06.000Z,lanjut pada survei yang laku menteri didik dan budaya pada tahun banyak kasus keras seksual jadi di kampus
691,tiredsaurus,@yuliseeee,2021-11-14T11:32:06.000Z,tidak ada sebenarbenarnya ruang aman bahkan tempat kita tumbuh sekalipun kasus keras seksual di kampus kini sedang ada pada ambang yang khawatir turut data statistik kemenpppa kasus keras seksual yang jadi di indonesia pada tahun capai
692,Abi RAZIN RAWAN,@razin_abi,2021-11-14T11:08:51.000Z,yakin muslim langgar seksual itu tetap dosa walaupun suka sama suka atau dengan keras harus kampus bagai produsen sumber daya manusia adab ada depan dalam contoh perilaku yang benar hadap masalah seksual ini adab akhirat itu jauh lebih penting
693,Panggil Aja Mas Ganteng,@ibnuselalusalah,2021-11-14T10:47:43.000Z,demi nama baik dan harkat martabat namun bagi saya pribadi kampus akan lihat bijaksana dan tanggung jawab jika mau buka diri atas kasus keras seksual yang jadi di lingkung dengan tindak laku serta berani ambil tindak
694,akhiriyati sundari,@as_ndari,2021-11-14T10:47:15.000Z,benar di beberapa pt sudah ada pusat studi wanita atau pusat studi gender tapi belum jawab butuh akan kasuskasus keras seksual yang jadi di kampus sejak puluh tahun silam hadir permendikbud ini penting
695,Panggil Aja Mas Ganteng,@ibnuselalusalah,2021-11-14T10:46:18.000Z,kami mahasiswa ingin lingkung ajar yang aman dan nyaman serta bebas dari perilaku biadab macam keras seksual masalah terkadang kampus kes tutup mulut atas kasus rupa bahkan sampai ancam korban untuk diam kenapa
696,MieLDoanK,@miel_doank,2021-11-14T10:43:37.000Z,analogi kok retak nalar orang zina di kampus kok lari ke permen permen kasih batas agar tak jadi leceh seksual di kampus kalau dasar saling suka bukan leceh seksual nama tetapi praktik iklan oreo itu pun kalau di t umum ya kena pidana joko sembung ah
697,Panggil Aja Mas Ganteng,@ibnuselalusalah,2021-11-14T10:39:45.000Z,wah rasa permendikbud nomor tahun ini heboh sekali ya lepas dari prokontra kita semua sepakat jika leceh seksual apa bentuk salah dan harus lawan turut saya permendikbud ini hadir bagai jawab atas resah warga kampus
698,80 Flags Vs 1,@Astra_Abadi,2021-11-14T09:54:33.000Z,and coba kamu tunjuk data kasus keras seksual di kampus lama dua tahun akhir kalau kamu bisa tunjuk dasar data ada tingkat kasus cara signifikan baru gue aku permendikbud memang urgen keluar saat ini
699,Mojack,@MojackThePoet,2021-11-14T09:39:41.000Z,atur kampus tegas larang interaksi seksual di lingkung kampus
700,Ma'mun Murod,@mamunmurod_,2021-11-14T09:39:24.000Z,paham jahat seksual di dunia kampus harus utuh lihat jangan parsial cara pandang juga tak boleh dengan sudut pandang yang monoperspektif tapi harus multiperspektif solusi juga harus perhati nilainilai yang ada di indonesia nilainilai agam
701,Ma'mun Murod,@mamunmurod_,2021-11-14T09:38:34.000Z,tuduh politis partai ini kan olah mereka yang tolak permendikbud bagi dari orang yang dukung keras seksual di kampus dan balik yang dukung permendikbud olah rasa paling tolak dan kecam keras seksual di kampus
702,Dhea,@DheaAlShafa,2021-11-14T09:31:03.000Z,sih kampus dari laku keras seksual
703,go vaccinate urself,@farizrazi,2021-11-14T09:28:09.000Z,and ya heran kok logika kalau tidak ada korban malah jadi boleh ya kan atur tidak cuma dari permen ada atur kampus dan undang undang lain sanksi dari keras seksual dan hubung suka sama suka juga pasti beda dong makanya beda di sini
704,Bowo_SGRT,@kampussudirman,2021-11-14T09:19:26.000Z,makin jelas dia tidak percaya kalau keras seksual jadi kampus
705,M.alam,@soria_lam,2021-11-14T09:04:45.000Z,and bisa baca kan om yang maksud dengan keras seksual atur ada lagi yaitu buat asusila ruang publik dalam atur tiap kampus juga ada larang buat mesum
706,putriii,@ccandywin,2021-11-14T08:57:15.000Z,buat yang pikir permen ini legalin zina harap fokus pada masalah ini konteks ada keras seksual di lingkung kampus the ikut media includes potentially sensitive content change settings view
707,tisa,@siluetmanusia,2021-11-14T08:41:31.000Z,di kampus nyata jadi tempat leceh seksual yang parah banget ngebayanginnya merinding takut apalagi kasus dosen ke mahasiswa sudah dimanamana kasus gila
708,UNDIP MENFESS | BACA RULES,@undipmenfess,2021-11-14T08:35:39.000Z,dips halo moga sehat selalu aku muhsin sabilillah dari lpm hayamwuruk saat ini kami sedang buat lapor kena keras sekual di kampus undip bagi temanteman yang pernah alami keras seksual dan sedia cerita bisa ketuk direct message aku ada di cont
709,Syaiful W. HARAHAP,@infokespro,2021-11-14T08:30:50.000Z,fokus permendikbud adalah korban keras seksual di kampus
710,Tribunnews.com,@tribunnews,2021-11-14T08:20:58.000Z,pernah alami keras seksual di kampus hannah al rashid dukung permendikbud hannah al rashid dukung permendikbud
711,Fahd Pahdepie,@fahdpahdepie,2021-11-14T08:17:47.000Z,tulis saya tentang polemik permendikbud ristek no tahun benar tidak ada organisasi masyarakat islam yang tidak tuju upaya cegah angan keras seksual di kampus tapi harus aku ada soal substansi tanpa tuju korban via
712,Agus Hamonangan,@agushamonangan,2021-11-14T08:08:14.000Z,terbit atur mendikbudristek tentang ppks di lingkung guru tinggi tunjuk negara perhati kasus keras seksual di kampus atur mendikbudristek harap putus lingkar setan keras seksual di kampus
713,MRustamLatowale,@MRustamLatowale,2021-11-14T07:38:10.000Z,menteri latar liberalamoral sekuleristik hedonistik kapitalistik kampus merdeka masuk merdeka perilaku seksual di kalang mahasiswa hancur
714,TerasPendidikan.com,@teraspendidikan,2021-11-14T07:27:06.000Z,ini sebab permendikbud tentang cegah dan tangan keras seksual di kampus tolak beberapa kalang atur menteri didik dan budaya permendikbud nomor tahun tentang cegah
715,Oni Pambagyo Triantoro,@oni_pt,2021-11-14T07:24:18.000Z,dukung mas menteri nadim untuk rang intoleransi bullying dan keras seksual di kampus
716,AzmiH,@hakam1,2021-11-14T07:18:38.000Z,logika seperti apa ini orang yang sudah suami istri juga suka sama suka kalau laku di kampus kira kira norma apa yang laku sudah keras seksual bukan arti seksualitas itu sendiri sudah ada kuhp yang atur itu
717,capt. rogers,@hkushardanto,2021-11-14T06:58:28.000Z,isu keras seksual di kampus itu bukan tiba sudah langsung lama dan jauh ini korban keras seksual di kampus ini tidakkurang dapat adil jadi tidak ada kait dengan kuliah daring dan bisa marak terus mustofa nahrawardaya november biar tambah bingung para
718,Uniform& Promotional Products,@WAHYU_UNIFORM,2021-11-14T06:55:06.000Z,and others dengan atau tanpa tuju mesti larang itu poin karena kampus jadi standard intelektual moral etika benteng pertama cegah dulu potensi leceh dengan larang bagai bentuk asusila kalau atur larang bagai tindak asusila mk potensi keras seksual jadi kecil
719,Ajid,@iniajid,2021-11-14T06:44:18.000Z,saya dukung penuh permendikbud ristek nomor tahun tentang cegah dan tangan keras seksual ppks di lingkung kampus
720,Try Hard,@PohonQ,2021-11-14T06:44:06.000Z,kalau permen hanya fokus pada larang tindak keras seksual ada permen lain yang atur larang tindak seksual suka sama suka di kampus jika tak ada maka permen sebut bakal jadi dasar kaum liberal untuk laku tindak seksual di kampus
721,Balipuspanews.com,@balipuspanews,2021-11-14T06:43:30.000Z,menteri pppa dukung permendikbudristek ppks lindung kampus dari keras seksual lindung kampus dari keras seksual menteri daya perempuan dan lindung anak pppa bintang puspayoga tegas kembali dukung hadap atur menteri didik budaya riset
722,Briアン,@BrianTastic_,2021-11-14T06:43:01.000Z,itu orang yang tolak atur tentang keras seksual di kampus itu predator seks atau bagaimana sih tidak habis pikir gue benar
723,Kompas.com,@kompascom,2021-11-14T06:25:00.000Z,turut nadiem jadi keras seksual sudah pernah jadi di semua kampus hal ini jadi alas penting hadir permendikbud ristek soal ppks terbit permendibud ristek ppks menteri didik budaya ristek dan teknologi menteri didik dan budaya ristek jawab cepat banyak aku para korban keras seksual
724,cerita.parapuan,@Cerita_Parapuan,2021-11-14T06:20:04.000Z,dukung permendikbud hannah al rashid pernah alami keras seksual di kampus hannah al rashid pernah alami keras seksual di kampus parapuan dukung permendikbud ristek nomor tahun hannah al rashid cerita alam jadi korban keras seksual di kampus
725,flexgurl,@menyala_puan,2021-11-14T06:16:23.000Z,and ajak kita yang sangat bantu dengan muncul permendikbud ppks bagai perangkat hukum yang wakil butuh kita dalam hadap keras seksual di kampus lagi juga bapak tidak bakal hilang dari tanggung jawab dengan masalah lain dukung dan kawal
726,flexgurl,@menyala_puan,2021-11-14T06:08:49.000Z,and bukan arti tidak bijak perlu ingat saja sih masyarakat indonesia masih tidak responsif gender dan menteri didik dan budaya paham semua itu kalau komisi nasional ham bicara begitu juga bukan salah pak nadiem soal beliau kan fokus tangan keras seksual yang masif di kampus
727,godMei memvaksin~,@g0dMei,2021-11-14T06:08:45.000Z,banget omay kayak tidak pernah damping korban keras seksual nirempati cape lah waktu damping teman korban ks yang jadi di kampus uang papa habis itu kampus kelas sultan lah bagaimana kalau korban ks di kampus yang orang tengah ke bawah kasihan kan
728,Beritabaru.co,@Beritabaruco,2021-11-14T06:07:34.000Z,sorot kasus keras seksual di kampus gera mahasiswa islam indonesia rayon ibnu khaldun unuja gelar diskusi
729,Dewanto Samodro,@DewantoSamodro,2021-11-14T05:51:06.000Z,saya yakin semangat semua pihak adalah cegah keras seksual jadi di kampus maka baik jangan gegabah golong pihakpihak yang kritisi bagai pihak yang tolak atur itu atau anggap dukung keras seksual jadi di kampus
730,Dewanto Samodro,@DewantoSamodro,2021-11-14T05:51:00.000Z,begitu pula dengan debat soal permendikbud tentang cegah keras seksual di kampus saya yakin semua pihak ingin cegah keras seksual jadi di kampus hanya ada bagi narasi atau deskripsi pada atur yang makna beda sehingga jadi debat
731,Phil Dunphy,@cukmatane,2021-11-14T05:49:18.000Z,lucu mana lucu adalah fakta bahwa bapak masih enggak paham apa itu keras seksual dan bahwa bapak tak tau banyak keras seksual jadi di kampus buzzerp padahal yang dukung dik banyak dari kalang aktivis yang sering kritik bijak ngawur perintah
732,Fatwa,@bukanfatwaMUI,2021-11-14T05:47:35.000Z,puluh tahun kuliah laku offlen dari belum internet sampai sudah ada internet dan kamu anggap keras seksual di kampus itu cuma tahun belakang doang tanpa ngitung tahun bom mustofa nahrawardaya november biar tambah bingung para
733,aposanon,@anonapostate,2021-11-14T05:41:28.000Z,pasti tangkap dulu karena langgar susila tetapi tangkap dan proses juga ikut prosedur bukan norak telanjang terus arak keliling kampus kalau nyata jadi nya perkosa atau jahat seksual lain proses lebih lanjut
734,Ani Hasibuan,@tondimuh9,2021-11-14T05:32:09.000Z,kenapa berisik betul soal permendikbud keras seksual leceh perkosa itu pasal pidana ada atur di kitab undang undang hukum pidana mana pun jadi atur sama untuk apa bikin atur baru dan bagi saya aneh sudah mau tahun anak ajar on line kok muncul isu sexual harassment di kampus
735,Rahmawati Sa'diyah,@rahmawatisadiya,2021-11-14T05:31:33.000Z,dari jaman dulu tidak boleh toh ya sudah jelas tidak boleh karena ada adab norma dan atur internal kampus tentang buat mesum permen ini ranah keras seksual bukan zina sifat juga tidak hilang atur lain toh pak
736,ugmtoday,@ugmtoday,2021-11-14T04:51:06.000Z,terbit atur mendikbudristek nomor tahun tentang cegah dan tangan keras seksual di lingkung guru tinggi rupa upaya tegas dalam cegah dan tangan kasus keras seksual dalam lingkung kampus
737,dwina Soepaat,@DwinaSoepaat,2021-11-14T04:30:48.000Z,cara pikir orang yang ingin pilih rakyat untuk duduk di parlemen begini saja cetek logika tidak jauh dari liberalisme kampus sudah hampir tahun sepi dan karena mahasiswa ajar online terus kenapa malah pikir keras seksual di kampus logika dong
738,Erni Kusyanti,@erniguno,2021-11-14T04:28:59.000Z,and ya iya otot demi baik kok by the way kasus keras seksual di lingkung didik sekolahkampus itu sudah jadi isu lama yang susah selesai ya jadi memang harus dari dulu menteri atau perintah otot ngurusnya
739,Penjorangan Garis Lengob,@lapen_mocca78,2021-11-14T04:28:41.000Z,and kalau sudah sesuai hukum agama boleh hubung seksual di lingkung kampus nanti dadak banyak mahasiswa yang nikah siri bosan atau temu yang lebih baik terus cerai terus siri lagi terus cerai lagi yang penting sesuai hukum agama
740,RomansaTawa,@bangopang_,2021-11-14T04:26:04.000Z,lucu di anda sih pak saya tau anda sibuk tapi coba selancar di lini masa atau kolom tren yang belakang ini bahas leceh seksual di kawasan kampus mustofa nahrawardaya november biar tambah bingung para
741,Rya Wiedy,@RyaWiedy,2021-11-14T04:24:08.000Z,and others semua kampus punya atur standar yang sama kait dengan tindak asusila laku seks bebas tentu tidak mudah itu laku di area kampus beda dengan keras seksual yang maksud dalam permendikbud karena selalu ada konteks relasi kuasa di situ
742,lychee tea,@nananaadh,2021-11-14T04:22:37.000Z,parah kakak nando tonton deh mata najwa yang bahas leceh seksual itu bahas beberapa kampus indonesia yang laku itu
743,Arief Setiawan II,@Arief_2792,2021-11-14T04:11:24.000Z,hoy bangsat keras seksual lama ini tidak pernah lihat karena tutup mulu buat jaga nama baik kampus
744,Clarus Miskin,@ClarusMiskin,2021-11-14T04:06:54.000Z,bukan sudah ada atur tidak boleh laku buat zinaasusila tempat umum di permen itu atur keras seksual kampus kampus ada ruang sifat private ya kayak kamar kos kamar kos saja kadang kena razia apalagi cuma sudut sembunyi kampus
745,minang coret,@_oktorizal_,2021-11-14T03:51:31.000Z,negara tak urus zinah zinah ada di ruang privasi urus dia dengan rasul dan tuhan negara hanya lindung warga kampus dari keras seksual robin at home november ahmad fathanah dan ex presiden partai adil sejahtera luthfi hi busuk dalam penjara bukan karena tidur sama maharani cara konsensual lain korupsi impor daging sapi rakyat tidak rugi fathanah mau tidur sama siapa tapi rakyat sedang sekarat dengan praktik korupsi dari kelompok bejat
746,About_ftp,@about_ftp,2021-11-14T02:52:26.000Z,inti kan kalau kampus bikin atur tambah larang semua giat nuansa seksual lgbt dan pakai tidak pantas di lingkung kampus boleh tidak kalau baca permen pasal sih tentang karena anggap intimidasi seksual orang ernest prakasa november jelas pak nadiem sangat jernih yang gigih tuduh pro seks bebas ya sudah bagi saya video ini sudah cukup jelas kenapa atur ini amat butuh
747,About_ftp,@about_ftp,2021-11-14T02:50:17.000Z,nanti kampus bikin atur turun kalau semua giat seksual larang di lingkung kampus lgbt dan pakai tidak pantas larang boleh tidak kalau baca defenisi pasal permen malah tentang
748,SENJA,@ifaaahsz_,2021-11-14T02:47:18.000Z,mari kita dukung permendikbud tentang cegah keras seksual demi lingkung akademik yang lebih baik di kampus aswin suharsono november permendikbud no tahun yang kontroversial itu dapat akibat a thread cegah guyon bau mesum di kampus yang laku civitas akademika dek kamu cakap banget kalau pakai setel jas almamater tapi seperti kamu lebih cakap lagi kalau tidak pakai apaapa show this thread
749,Kompasiana,@kompasiana,2021-11-14T02:45:28.000Z,soal permendikbud ppks dan penting cegah keras seksual di lingkung kampus
750,ran,@semangatyaran,2021-11-14T02:43:34.000Z,bukan zina untuk masalah sebut ada undang undang pornografi dan kuhp atau atur kampus nya sendiri misal sanksido mungkin permen itu tidak ada sangkut paut imajinasi nya terlalu tinggi jangan suka tonton ayah ya hehe mustofa nahrawardaya november ada oknum mahasiswa lagi mesumzina surat pemberitahuan tahun contoh di permen mereka lagi begitu di tempat gelap di sudut tutup kampus privatelah ada beberapa pasang lalu tahu satpam tanya kalian ini saling suka jawab yess solusi lanjut atau suruh stop
751,Dede Budhyarto,@kangdede78,2021-11-14T02:41:34.000Z,yang dukung permendikbudristek no tahun tentang cegah tangan keras seksual di wilayah kampus di media sosial utama perempuan risak bunuh karakter diacam hina dibully itu laku kader liqo dik partai adil sejahtera cara teoris mereka guna
752,ERA.id,@eradotid,2021-11-14T02:38:15.000Z,ikut bentuk keras seksual yang atur dalam permendikbud nomor tahun tentang ppks di lingkung kampus
753,NephiLaxmus,@NephiLaxmus,2021-11-14T02:37:02.000Z,khusus untuk lingkung kampus di amerika turut studi department hakim faktor sebab tinggi angka keras seksual alkohol geng mahasiswa gontaganti partner sex pada mahasiswa baru bisa jadi masuk untuk nadiem soal cegah nasional institute of justice ketika identifying risk factors for sexual assault mau assist in the development of prevention efforts it should be noted that in no way do these risk factors imply that an atrisk korban
754,Pancasila Sakti,@PancasilaSakti4,2021-11-14T02:29:34.000Z,and pemmendikbud cara khusus hanya atur cegah rasa seksual di lingkung kampus yang tuju lindung mahasiswa untuk hal lain yang tidak atur laku norma dan atur yang lain korban di kampus sudah banyak harus sgr ada aksi
755,Majalah Tempo,@temponewsroom,2021-11-14T02:00:10.000Z,prokontra atur menteri nadiem makarim cegah keras seksual di kampus partai adil sejahtera tentang dengan alas tak pakai norma agama utm sourcetwitterutm mediumdigitalmarketingutm campaigndlvrit
756,Denny Yap,@DennyYap1,2021-11-14T02:00:06.000Z,and lah bagaimana sih permen hanya laku kalau jadi itu merpakan keras seksualpemerkosaan misal ya tetapi kalau surat pemberitahuan tahun contoh suka sama suka ya pakai atur kampus buat asusila di tempat umum begitu saja kok sampai bingung lah hukum sebut mengstur kasus yang beda kok
757,atree,@ategeo,2021-11-14T01:58:23.000Z,and rasa seksualzina sudah di atur di kuhp permendikbud itu mau atur aktivitas mahasiswawi di lingkung kampus saja atau bebas mana saja kalau bebas mana saja sih laku aman untuk gaul bebas dan atur tabrak dengan kuhp kalau hanya di kampus jadi aneh
758,a,@4rawhile,2021-11-14T01:57:25.000Z,kenapa deh pusing banget memang ada yang ingin untuk leceh kan konteks leceh seksual kalau mau bahas consent yang ujung labuh ke buat asusilazina itu lain lagi atur coba deh pikir kampusdaerah mana yang tidak punya norma tentang asusila muchlis a rofik november surat edar gubernur daerah khusus ibukota tentang keras seksual juga sebut yang tidak ingin itu consent sama sama yang atur permendikbud apa terus kalau ingin lantas boleh gubernur daerah khusus ibukota legal seks bebas majelis ulama indonesia muhammadiyah dan partai adil sejahtera kenapa tidak ribut politik kalian show this thread
759,Riza,@RizaHarada,2021-11-14T01:48:33.000Z,and kuhp bukti ada efek jera bagi laku fakta keras seksual di kampus justru terus jamur
760,GEOTIMES,@the_geotimes,2021-11-14T01:47:00.000Z,diskriminasi gender dan keras seksual dalam kampus geotimes diskriminasi gender dan keras seksual dalam kampus rupa hal yang banyak jadi bahkan mungkin sudah sedikit tidak tabu lagi dengan kata lain sudah jadi isu sosial yang cukup umum
761,Naomi,@wahkerensih,2021-11-14T01:39:06.000Z,ada permendikbud ini fungsi serta tuju ialah untuk rang keras seksual di lingkung kampus sifat pun internal hanya untuk bagi kampus atau institusi didik di bawah naung menteri didik dan budaya permen ini pun pihak kepada viktim
762,Fiat Justitia Ruat Caelum,@oknumwarga,2021-11-14T01:38:55.000Z,mereka yang kontra teh maksud dukung leceh seksual di kampus ya
763,aven khafshah,@avenkhafshah,2021-11-14T00:52:01.000Z,and keras seksual di ranah umum asa rancang undang undang partai adil sejahtera pak kenapa kampus perlu karena cenderung relasi kuasa di kampus yang buat sintas selalu takut untuk lapor
764,#Cukup2Periode,@noforzion,2021-11-14T00:47:01.000Z,permendikbud harus tidak perlu ada karena sudah ada pasal zina di kuhp yang cegah adalah laku perzinahannya mau pakai label suka sama suka atau apa alas keras seksual pun masuk di kampus pakai saja pasal di kuhp untuk jerat oke
765,Loli,@Anggita_lung,2021-11-14T00:42:43.000Z,sudah saat kampus bersih dari predator seksual
766,Loli,@Anggita_lung,2021-11-14T00:39:15.000Z,and kampus sih dari para predator seksual
767,u,@unemenel,2021-11-14T00:38:44.000Z,dari kemarin baca thread permendikbud ramai benar tidak bicara zina dulu cuma gue pikir begini kalau misal ada keras seksual di kampus terus sih korban ancam untuk aku kalau dia sama mau bagaimana malah bahaya tidak sih apalagi budaya duit dan ancam masih laku banget di indonesia
768,Loli,@Anggita_lung,2021-11-14T00:37:44.000Z,and lindung anak anak kita dari predator seksual di kampus
769,detikcom,@detikcom,2021-11-14T00:35:04.000Z,rektor usu muryanto amin dukung peremndikbudristek nomor tahun tentang ppks peremndikbud nilai cegah keras seksual di kampus
770,Dhea,@DheaAlShafa,2021-11-14T00:23:43.000Z,and jangan lagi ada korban keras seksual di kampus
771,senyumbahagia,@senyumbahagia6,2021-11-14T00:22:37.000Z,and others ini pasal keras seksual keras dalam rumah tangga kdrt salah satu hal nya jika suami paksa hubung seksual kepada istri masih dalam status suami istri tanpa tuju istri keras seksual di kampus tekan pada buat seksual yang paksa
772,Dhea,@DheaAlShafa,2021-11-14T00:18:52.000Z,stop keras seksual hadap perempuan di kampus
773,Al,@Aa_Kuun,2021-11-14T00:18:01.000Z,kan enek atur kampus etika mahasiswa natural killer mentok undang undang tentang pornografi tetapi lucu sih argumen e syukur ada permen ini bukan hanya atur soal keras seksual saja tapi akhire dadi erti siapa saja orang yang tidak punya akal sehat
774,gunawan,@aagunawan_,2021-11-14T00:05:10.000Z,ada kuhp dan aparat senjata dengan payung hukum upaya paksa untuk tega saja belum bisa hapus predator seksual kok apalagi cuma permen dan satpam kampus
775,medina,@memethmeong,2021-11-13T23:57:41.000Z,lah laku keras seksual kan banyak yang paham banget soal agama akhir kasus di kampus mana itu kurang ngelotok apa soal agama
776,Jeng Rini LG,@Widyarenee_,2021-11-13T23:55:25.000Z,ada permendikbud no tahun bisa beri pasti soal hukum bagi pimpin guru tinggi untuk ambil langkah yang tegas dalam tindak kasus keras seksual di lingkung kampus di indonesia
777,PaRiz,@p4rwaty_rizky,2021-11-13T23:24:34.000Z,keras seksual di kampus maupun sekolah sering jadi sementara itu pihak universitassekolah kerap kali bingung tangan lapor keras seksual karena belum tidak ada atur dan pandu yang jelas kait itu
778,Angga PF,@AnggaPutraF,2021-11-13T23:24:07.000Z,komisi etik untuk dosen atau mahasiswa saya tidak pernah ada hasil komite etik hukum laku kekerasanpelecehan seksual cara adil di kampus boleh kasih tahu contoh terima kasih
779,Exotic Black Coffee,@Penyair_Berdiri,2021-11-13T23:23:53.000Z,saat ini beberapa organisasi wakil mahasiswa sampai resah juga kaji atas keras seksual yang jadi di lingkung kampus yang tidak ditindaklanjuti oleh pimpin guru tinggi dan sikap kemendikbudristek dengan keluar atur kait hal itu
780,Angga PF,@AnggaPutraF,2021-11-13T23:08:26.000Z,lebih tegas itu kayak bagaimana ya by the way tanya saya kampus mana yang sudah punya satu tugas pelecehankekerasan seksual belum ada jawab
781,Harian Jogja,@Harian_Jogja,2021-11-13T23:08:04.000Z,permendisbudristek nilai tepat atas keras seksual di kampus utm sourceutm mediumtwitter
782,yiyi,@softiener,2021-11-13T23:06:19.000Z,begini lo maksud permendikbud kan maksud buat keras seksual yang sering jadi di lingkung kampus dan bukan serta merta ngelegalin ada perilaku zina dengan consent yang kamu gemborgemborkan itu
783,#IgniT1on,@Lukman_Mth,2021-11-13T23:01:45.000Z,simple sih ini tiap kampus tinggal bikin saja atur turun yang larang segala tindak seksual di lingkung kampus mustofa nahrawardaya november ada oknum mahasiswa lagi mesumzina surat pemberitahuan tahun contoh di permen mereka lagi begitu di tempat gelap di sudut tutup kampus privatelah ada beberapa pasang lalu tahu satpam tanya kalian ini saling suka jawab yess solusi lanjut atau suruh stop
784,Loli,@Anggita_lung,2021-11-13T23:00:11.000Z,menteri didik dan budaya telah keluar atur tentang cegah keras seksual di lingkung guru tinggi untuk adil korban dan ada pasti hukum dan demi merdeka kampus kampus dari keras seksual pro didik
785,-pag-,@Arni_Girsang,2021-11-13T22:15:58.000Z,kita doa saja moga anak perempuansaudaranya yang perempuan tidak alami kekerasanpelecehan seksual di kampus trauma panjang saya yang alam betahun lalu saja masih suka takut kalau ingat ini juga baru ini aku berani speak up mustofa nahrawardaya november biar tambah bingung para
786,crispyduck,@bhasusi,2021-11-13T22:10:33.000Z,begini saja sudah kampus komitmen saja dari awal tentang bagaimana tindak kalau ada keras seksual kalau kampus tidak mau ya gaudh daftar sana prabowo alpenliebe november dengan kata lain kalau ada civitas akademika kampus yang tolak perarturan tentang keras seksual ini kamu jangan mau sekolah anak di situ soal nanti kalau anak kamu perkosa tidak akan dapat lindung dari kampus
787,Dybala,@rihandaulah,2021-11-13T22:05:35.000Z,kita berangkat dari konsensus atau apa yang jadi landas sama yang bisa pakat dulu tuju sudah sama yaitu tutup pintu keras seksual turut mas menteri saat ini ada gap atur cegah dan tindak kasus ks di kampus memang ada yang punya tuju beda
788,UNSPEAKING AGAMAS RANG,@daonwisang,2021-11-13T20:45:10.000Z,muncul permendikbud ini juga tidak akan buat orang jadi laku hubung seksual di muka umum mereka yang mau laku hubung seksual tanpa ada keras seksual juga tidak akan laku di depan wajah anda dan sudut kampus juga mustofa nahrawardaya november ada oknum mahasiswa lagi mesumzina surat pemberitahuan tahun contoh di permen mereka lagi begitu di tempat gelap di sudut tutup kampus privatelah ada beberapa pasang lalu tahu satpam tanya kalian ini saling suka jawab yess solusi lanjut atau suruh stop
789,® DananG TIyAswOro &,@DanangTiyasworo,2021-11-13T19:57:12.000Z,and hukum sudah sedia kenapa harus tambah yang kontroversial memang parah apakah kampus itu sering apakah jadi leceh seksual
790,Nia Fransiska,@NiaFransiska_Ms,2021-11-13T19:24:40.000Z,aku masuk untung bisa kumpul berani buat bicara saat kena leceh seksual di tempat kerja dulu meski taruh nama baik sendiri dan kampus bagai almamater di otak dulu pokok ini laku tidak bisa biar bebas begitu saja jiemi ardi november saya tidak erti soal permendikbud dan debat tapi di ruang praktik ini yang saya tahu tidak ada pihak pada korban leceh seksual korban dapat adil biasa tidak begitu korban bicara maka anggap aib atau salah karena pakai atau anggap undang show this thread
791,×x×,@Faqiih_k,2021-11-13T19:22:19.000Z,and tahu gue ya kalau salah koreksi saja yang tolak itu protes karena bagi yang concent itu kalau sama mau arti tidak masalah begitu padahal kenapa tidak langsung sekali saja larang buat seksual di lingkup kampus correct me if i am wrong
792,tidak pintar (bego),@ahgussii,2021-11-13T19:10:53.000Z,lah kamu kira keras seksual cuma leceh cara fisik begitu terus kamu kira lama covid nih itu kampus benerbener tutup begitu moga lekas sembuh pak
793,Robert,@YRobertSantoso,2021-11-13T18:53:20.000Z,kalau keras seksual di kampus baru tangan ketika ada jadi arti rumah anda harus tidak perlu pintu dan pagar sampai anda datang maling does this guy is make a sarcastic joke about prevention act orang apa oh i forgot his hobi throwing a joke for a stage
794,c y n ☔︎,@CynNotCin,2021-11-13T18:50:30.000Z,and kan ada pasal kuhp tentang hal itu pihak yang rugi bisa pidana jika di kampus bisa di do permendikbud ini prioritas korban keras seksual di mana ketika pelakupelindung laku lapor balik karena cemar nama baik korban lah yang menang
