,account_name,username,post_date,tweet,emojis,reply_count,retweet_count,like_count
1003,"Di rumah aja, Awe!",@awemany,2021-11-12T14:00:57.000Z,"Ini adalah satu pandangan tentang penyebab terjadinya kekerasan seksual. Kenapa harus merasa benar sendiri? Kenapa orang ngga boleh yakin kalau maraknya kekerasan seksual juga karena bebas nya perilaku seksual di kampus?
Taufik Basari
@taufikbasari
 · Nov 12
12. Peristiwa kekerasan seksual terjadi krn adanya relasi kuasa. Relasi kuasa disertai sikap non sensitive dan perspektif patriarki memengaruhi problem pencegahan dan penanganan. Atas dasar inilah ada kebutuhan utk membuat aturan hukum mengenai hal tsb.
Show this thread
3
33
82",,3,33,82
1004,twit logic,@twit_logis,2021-11-12T13:55:46.000Z,"Replying to 
@nggkpenting_lay
 and 
@TaufikDamas
Karena judulnya salah, seharusnya ""Pencegahan Aktifitas Seksual di Kampus"", bukan ""Pencegahan Kekerasan Seksual di Kampus"". Kampus itu harus bersih dari aktifitas seksual, baik konsensual maupun pemaksaan.
1
2",,1,0,2
1005,twit logic,@twit_logis,2021-11-12T13:55:32.000Z,"Replying to 
@TaufikDamas
 and 
@PartaiSocmed
Karena judulnya salah, seharusnya ""Pencegahan Aktifitas Seksual di Kampus"", bukan ""Pencegahan Kekerasan Seksual di Kampus"". Kampus itu harus bersih dari aktifitas seksual, baik konsensual maupun pemaksaan.
1",,1,0,0
1006,washyourfucknghands,@linsettt,2021-11-12T13:48:20.000Z,"Kebayang nggak susahnya jadi korban kekerasan seksual. Nggak semua bisa pulih seratus persen, sekalinya pulih, lingkungan ga mendukung. Dia harus kembali lagi ngurus trauma masa lalunya hanya krn:
1. kampus ga becus nyelesain
2. media ga sensitif sama korban",,0,0,0
1007,Taufik Basari,@taufikbasari,2021-11-12T13:45:07.000Z,"11. Krn itulah muncul dorongan agar ruang interaksi publik seperti kampus menciptakan sistem agar relasi kuasa yg terjadi tdk mengakibatkan peristiwa kekerasan seksual dan jika terjadi terdapat penanganan yg efektif dan responsif.
2
8
46",,2,8,46
1008,News24XX,@News24Xx,2021-11-12T13:42:07.000Z,Ini Sanksi buat Kampus yang Tak Terapkan Permendikbud Kekerasan Seksual http://dlvr.it/SCNV7M,,0,0,0
1009,Liputan6.com,@liputan6dotcom,2021-11-12T13:37:08.000Z,"Cegah Kekerasan Seksual, Dosen Disarankan Tak Ajak Mahasiswa Bimbingan di Luar Kampus
liputan6.com
Cegah Kekerasan Seksual, Dosen Disarankan Tak Ajak Mahasiswa Bimbingan di Luar Kampus
Bivitri Susanti mendorong Kemendikbudristek mengarahkan kepada para dosen untuk tidak melakukan bimbingan di luar kampus terhadap mahasiswa. Hal tersebut guna mencegah adanya kekerasan seksual.
2
3
9",,2,3,9
1010,brian febrianda,@Silvanus99_ian,2021-11-12T12:57:59.000Z,"Ketika para predator seksual di kampus dibela habis2an by Partai Pendukung Kekerasan Seksual alias Partai #PKS maka publik ndak perlu heran. Sesama teman emang harus saling dukung kan.
1
3",,0,1,3
1011,Lin An,@LinAn95859684,2021-11-12T12:55:49.000Z,"Opini — Maksud hati ingin mencegah dan mengatasi kekerasan seksual, yang terjadi malah mengundang kontroversi. Permen Pencegahan dan Penanganan Kekerasan Seksual (PPKS) mendapat banyak penolakan dari berbagai pihak. Akankah kkrsn seksual di kampus tuntas dgn terbitnya Permen itu?",,0,0,0
1012,Hijrauly,@alhijrauly,2021-11-12T12:53:04.000Z,Disclaimer: Saya mendukung pemberantasan dan pencegahan kekerasan seksual di kampus dan dimana saja.,,0,0,0
1013,Kompas.com,@kompascom,2021-11-12T12:45:00.000Z,"Tsamara berpandangan, isu kekerasan seksual harus menjadi perhatian. Dia mengatakan, dalam beberapa tahun terakhir, kasus kekerasan seksual tidak hentinya terjadi di lingkungan kampus. | #Nasional
nasional.kompas.com
Ramai-ramai Mendukung Penghapusan Kekerasan Seksual di Kampus
Peraturan terkait mekanisme pencegahan dan penanganan kekerasan seksual di lingkungan kampus mendapat dukungan dari berbagai pihak.
2
5
21",,2,5,21
1014,BeritaSatu,@Beritasatu,2021-11-12T12:32:40.000Z,"Nadiem Anwar Makarim mengimbau kampus untuk membentuk satgas guna mencegah kekerasan seksual terkait Permendikbudristek 30/2021
Selengkapnya:  #NadiemMakarim
beritasatu.com
Cegah Kekerasan Seksual di Perguruan Tinggi, Nadiem Imbau Bentuk Satgas
Nadiem Anwar Makarim mengimbau kampus untuk membentuk satgas guna mencegah kekerasan seksual terkait Permendikbudristek 30/2021
2
1
4",,2,1,4
1015,Qila Wulandari,@qylawul,2021-11-12T12:27:07.000Z,Aneh banget ada Permendikbudristek soal Pencegahan dan Penanganan Kekerasan Seksual di Kampus malah dibilang kontroversial.,,0,0,0
1016,8EH Radio ITB,@8eh_radio,2021-11-12T12:25:11.000Z,"Helga&El lagi bahas platform yang bisa bantu Kampus Mania jika ingin melaporkan kekerasan seksual, di antaranya ada Hope Helps ITB, Lembaga Bantuan Hukum APIK, dan Yayasan Pulih
1",,1,0,0
1017,*Ivonne*,@Ivonedarm,2021-11-12T12:24:57.000Z,"Replying to 
@Fol1eadeux
Masa perempuan disamain sama barang. Misalnya lu punya anak perempuan, tiap hari dapet kekerasan dan pelecehan seksual di kampus tp anak lu setuju gak nolak, perasaan lu gimana? Boleh2 aja gitu? Mau jadi apa tu anak kalo udah lulus? Open BO? Jangan jerumuskan mereka lah kasian.
1",,1,0,0
1018,eL. krova,@elkrova,2021-11-12T12:22:04.000Z,"Kekerasan Seksual di Indonesia khususnya DUnia Kampus
2
2
8",,2,2,8
1019,Solopos,@soloposdotcom,2021-11-12T12:21:10.000Z,Ini Alasan Menteri Nadiem Terbitkan Permen Kekerasan Seksual di Kampus https://solopos.com/ini-alasan-menteri-nadiem-terbitkan-permen-kekerasan-seksual-di-kampus-1194228?utm_source=dlvr.it&utm_medium=twitter…,,0,0,0
1020,cerita.parapuan,@Cerita_Parapuan,2021-11-12T12:15:34.000Z,Nadiem Makarim Sebut 4 Hal yang Harus Dilakukan Kampus saat Ada Kekerasan Seksual http://dlvr.it/SCNDn4,,0,0,0
1021,Kompas.com,@kompascom,2021-11-12T12:11:16.000Z,"Ada tiga sanksi bagi pelaku kekerasan seksual di kampus yang telah diatur di dalam Permendikbud Ristek. Salah satunya, dicabut permanen haknya.
kompas.com
Daftar Sanksi Pelaku Kekerasan Seksual Menurut Permendikbud PPKS
Ada tiga sanksi bagi pelaku kekerasan seksual di kampus yang telah diatur di dalam Permendikbud Ristek. Salah satunya, dicabut permanen haknya.
2
3",,0,2,3
1022,Yayasan Pulih,@YayasanPulih,2021-11-12T11:53:02.000Z,"Sahabat Pulih, kekerasan seksual di lingkungan kampus merupakan sebuah fenomena gunung es. Sedikit kasus yang dilaporkan, namun masih banyak yang tidak diketahui publik. Akibatnya, korban seperti berjuang sendiri melawan trauma setelah kekerasan yang dialaminya.
1
24
51",,1,24,51
1023,Diamonism,@IntanBaretta,2021-11-12T11:50:38.000Z,"Pada ga sepakat ama feminis katanya, yaudah teserah mau sebutannya apa cocoknya gimana.  Intinya agar supaya, pelaku nih jera, korban bisa ditangani dengan baik, dan gaada lagi itu pemaksaan seksual di area kampus dan dimanapun.
1",,1,0,0
1024,Maximilan,@AngelMaximilan,2021-11-12T11:49:57.000Z,"@AngelMaximilan
 Kalau protes perlu dipertanyakan kepribadiannya... 
https://detik.com/edu/perguruan-tinggi/d-5808536/menteri-agama-tegaskan-dukung-permendikbud-pencegahan-kekerasan-seksual…

Menag memberikan dukungannya terhadap Permendikbud PPKS di kampus. Ia berharap dengan adanya PPKS dapat menjadi solusi kasus kekerasan seksual.
detik.com
Menteri Agama Tegaskan Dukung Permendikbud Pencegahan Kekerasan Seksual
Menag memberikan dukungannya terhadap Permendikbud PPKS di kampus. Ia berharap dengan adanya PPKS dapat menjadi solusi kasus kekerasan seksual.
1
2
3",,1,2,3
1025,detikcom,@detikcom,2021-11-12T11:49:26.000Z,"Mendikbudristek Nadiem Makarim menyebut kasus kekerasan seksual di kampus layaknya sebuah pandemi. Apa dasar pernyataan tersebut?
detik.com
Nadiem Sebut Kondisi Pandemi Kekerasan Seksual di Kampus, Apa Dasarnya?
Mendikbudristek Nadiem Makarim menyebut kasus kekerasan seksual di kampus layaknya sebuah pandemi. Apa dasar pernyataan tersebut?
1
4",,0,1,4
1026,Change.org Indonesia,@ChangeOrg_ID,2021-11-12T11:47:03.000Z,"Tahu gak, Permen PPKS keluar setelah Mas Menteri mendengar suara masyarakat dan korban kekerasan seksual di kampus?
1",,1,0,0
1027,*Ivonne*,@Ivonedarm,2021-11-12T11:46:58.000Z,"Replying to 
@Fol1eadeux
Perempuan tetap harus dilindungi dari pelecehan dan kekerasan seksual baik disetujui atau tidak disetujui korban. Apalagi dilingkungan kampus korbannya pasti kebanyakan mahasiswa, jgn sampe mereka mendapatkan pelecehan dan kekerasan seksual walaupun mereka menyetujuinya. Kasian.
1",,1,0,0
1028,KBR,@beritaKBR,2021-11-12T11:45:20.000Z,"Buat nanganin kasus pelecehan dan kekerasan seksual yg terjadi di kampus, 
@Kemdikbud
.RI ngeluarin peraturan ttg pencegahan dan penanganan hal itu. Apa isinya?

Lalu, apa kabarnya di 2022? Vaksinasi akan berbayar? Hmmm..
https://bit.ly/2YI88xC

#FomoSapiens #PodcastIndonesia",,0,0,0
1029,8EH Radio ITB,@8eh_radio,2021-11-12T11:44:02.000Z,"Kampus Mania penasaran gak nih sama berita terbaru mengenai UU kekerasan seksual saat ini?

Yuk langsung aja ke http://8ehradioitb.id 
1",,1,0,0
1030,muthia esfand,@muthiaesfand,2021-11-12T11:43:13.000Z,"Bapak-bapak dan ibu-ibu yang menolak permen tentang pelecehan seksual di sekolah/kampus itu pernah ngalamin atau dampingin korban nggak sih? Sampai sebegitu ngototnya nolak. Dari 2002 dampingi korban selalu berharap bakal ada aturan formal tentang ini…
1",,0,0,1
1031,Tsamara Amany,@TsamaraDKI,2021-11-12T11:42:02.000Z,"Kalau kita bicara isu kekerasan seksual, selalu ada pasukan yg sudah siap. Bukan hanya untuk nyerang Permendikbudnya, tapi juga untuk nyerang diri kita sbg perempuan. 

Maunya kita berhenti. Tapi harus gas terus, kita dukung kampus merdeka kekerasan seksual 
Stay alive for cat
@bayidimsum
 · Nov 12
I feel so so sorry for Tsamara, bbrp orang lain menyuarakan hal yg sama tapi Tsamara selalu kena paling parah sehat2 mbak twitter.com/TsamaraDKI/sta…
21
54
278",,21,54,278
1032,kumparan,@kumparan,2021-11-12T11:18:33.000Z,"USK Aceh menilai, peraturan itu dikeluarkan demi mencegah terjadi kekerasan seksual di lingkungan kampus. #kumparanNews
kumparan.com
USK Aceh Dukung Permendikbud 30: Punya Tujuan Baik, Cegah Kekerasan Seksual
USK Aceh menilai, peraturan itu dikeluarkan demi mencegah terjadi kekerasan seksual di lingkungan kampus. #kumparanNews
2",,0,0,2
1033,Fikra_Hand,@FikraHand,2021-11-12T11:18:30.000Z,"Replying to 
@thedivergeno95
 @neptuneskye_
 and 3 others
Terus kalau ada kekerasan seksual dalam kampus korban mau pake payung hukum apa ? 

Mau sampai kapan ? Sampai Tugas Skripsi dibarter sama keperawanan ? 

Baca dulu , ini permendikbud untuk korban yg punya kekerasan seksual, udah jelas jelas pak nadiem bilang balik ke definisinya
1",,1,0,0
1034,TEMPO.CO,@tempodotco,2021-11-12T11:13:20.000Z,"Damaira mengatakan kasus-kasus kekerasan dan pelecehan seksual di kampus selama ini tak terungkap karena kuatnya relasi kuasa para pelaku dan tak adanya payung hukum. Terbitnya Permendikbudristek 30/2021  bisa menjadi pijakan kuat untuk mengadvokasi para korban #Tempothread
1
2
5",,1,2,5
1035,achi,@criedterion,2021-11-12T11:10:54.000Z,"terus gimana kalo pemimpin kampus tidak melaksanakan rekomendasi dari satgas? tercantum dlm pasal 54

dan kampus yg tidak melakukan pencegahan dan penanganan kasus kekerasan seksual jg bisa mendapatkan sanksi. jadi kampus ga bisa lagi deh tuh menutup nutupi kasus seperti yg udah2
1
1",,1,0,1
1036,Shalihah- Putri Radhiati,@salima252,2021-11-12T11:09:48.000Z,"Replying to 
@salima252
 and 
@discernia
malah bsa jd payung hukum jg ga sih, unt menyerang otoritas kampus saat pelaku ditindak, bgtu mereka berbuat asusila atas nama konsen/simoly karena merasa TDK ad penolakan

Lucu saja ingin mengelimir kekerasan seksual tapi pintu masuknya dibiarkan ;))
1
3",,1,0,3
1037,TEMPO.CO,@tempodotco,2021-11-12T11:06:42.000Z,"Halo, Pembaca.

Kasus pelecehan atau kekerasan seksual di lingkungan kampus selama ini jarang mencuat ke permukaan. Permendikbudristek Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual diharapkan mampu mendorong para korban untuk berani bicara.
#TempoThread
12
37
105",,12,37,105
1038,juliana⁷,@Jeonkookies07,2021-11-12T11:02:28.000Z,"Replying to 
@Jeonkookies07
 @W19904884
 and 2 others
Tujuan utama aturan ini semata2 untuk melindungi korban dan mencegah kekerasan seksual di lingkungan kampus, bukan untuk melegalkan perzinahan.",,0,0,0
1039,achi,@criedterion,2021-11-12T10:58:27.000Z,"karena kita tau nih ya yg udah2 banyak sekali korban kekerasan seksual di lingkungan kampus itu bingung bagaimana cara melapornya, kalau pun melapor seringkali dilempar2 ke jurusan, fakultas, universitas. bahkan seringkali kasusnya lenyap gitu aja. bahkan kampus terkesan menutupi
1
1",,1,0,1
1040,KepaksayapUtangan,@lihatdariatas,2021-11-12T10:47:57.000Z,"Replying to 
@Prima_Ardiansah
 @Ivonedarm
 and 
@cholilnafis
Mau kekerasan seksual mau zina. Mau orgnya setuju ato enggak intinya itu tindakan asusila. Nadiem itu bukannya nyelesaiin masalah tp malah bikin persoalan baru. 

Klo fokusnya cegah kekerasan seksual dikampus ya tinggal bikin edaran tiap ruang dan pojok kampus wajib pasang CCTV
5
1
2",,5,1,2
1041,ra,@leeburan,2021-11-12T10:47:16.000Z,Gue mingdep mau baca berita peraturan baru terkait pelecehan seksual di lingkungan kampus sabi kaliya,,0,0,0
1042,Jawa Pos,@jawapos,2021-11-12T10:45:24.000Z,"Buka Suara Soal Kekerasan Seksual Dalam Kampus Tak Runtuhkan Reputasi
jawapos.com
Buka Suara Soal Kekerasan Seksual Dalam Kampus Tak Runtuhkan Reputasi
Mendikbudristek minta para korban kekerasan seksual di perguruan tinggi buka suara. Keterbukaan tak akan runtuhkan reputasi kampus
1",,0,0,1
1043,Jawa Pos,@jawapos,2021-11-12T09:55:59.000Z,"Komisi III DPR Dukung Permen Anti-Kekerasan Seksual di Kampus
jawapos.com
Komisi III DPR Dukung Permen Anti-Kekerasan Seksual di Kampus
Hingga saat ini permasalahan kekerasan seksual masih marak terjadi namun belum memiliki payung hukum yang jelas.
3",,0,0,3
1044,BaBe - Baca Berita,@BacaDiBaBe,2021-11-12T09:54:48.000Z,Nadiem Harap Semua Kampus Punya Satgas Kekerasan Seksual Tahun Depan https://share.babe.news/s/ZvbUxSwTTR,,0,0,0
1045,Alineadotid,@alineadotid,2021-11-12T09:50:02.000Z,"Nadiem: Kampus dalam situasi darurat kekerasan seksual, korban bisa capai ratusan ribu
alinea.id
Nadiem: Kampus dalam situasi darurat kekerasan seksual, korban bisa capai ratusan ribu
Dosen, mahasiswa, dan tenaga kependidikan di lingkungan kampus harus dilindungi dari kekerasan seksual.",,0,0,0
1046,detikHealth,@detikHealth,2021-11-12T09:47:20.000Z,"Mendikbudristek Nadiem Makarim menyebut kekerasan seksual di perguruan tinggi sudah menjadi pandemi. Bahkan, ini diperkirakan sudah terjadi di seluruh kampus.
health.detik.com
Mendikbudristek: Kekerasan Seksual di Perguruan Tinggi Sudah Jadi Pandemi
Mendikbudristek Nadiem Makarim menyebut kekerasan seksual di perguruan tinggi sudah menjadi pandemi. Bahkan, ini diperkirakan sudah terjadi di seluruh kampus.",,0,0,0
1047,Media Indonesia,@mediaindonesia,2021-11-12T09:42:08.000Z,"Darurat! Nadiem Sebut Ada Pandemi Kekerasan Seksual di Kampus
mediaindonesia.com
Darurat! Nadiem Sebut Ada Pandemi Kekerasan Seksual di Kampus
Nadiem membeberkan data-data yang membuktikan bahwa kekerasan seksual di lingkungan kampus memang dalam situasi darurat.",,0,0,0
1048,kumparan,@kumparan,2021-11-12T09:36:34.000Z,"Satgas kekerasan seksual nantinya akan memimpin edukasi tentang pencegahan, menangani laporan dan mengawalnya, memantau, dan melakukan evaluasi di dalam kampus. #kumparanNEWS
kumparan.com
Nadiem Harap Semua Kampus Punya Satgas Kekerasan Seksual Tahun Depan
Satgas kekerasan seksual nantinya akan memimpin edukasi tentang pencegahan, menangani laporan dan mengawalnya, memantau, dan melakukan evaluasi di dalam kampus. #kumparanNEWS
2
3",,2,0,3
1049,M.Yamin Nasution,@MYaminNasution1,2021-11-12T09:29:16.000Z,"Replying to 
@Darmaningtyas
 and 
@hnurwahid
Pak, apakah bila terjadi pelecahan seksual di kampus Permendikbud ini terpakai dalam hal Pidana?????
1",,1,0,0
1050,Lui_Munakatta,@luiz_phum,2021-11-12T09:27:56.000Z,"Replying to 
@WAHYU_UNIFORM
 @Jempolskaki
 and 
@gitaputrid
Bentar2. Ini kayaknya pemahaman konteks kalimat kita berbeda frekuensi deh bang. Sebenarnya sudah jelas sekali frasa tersebut tidak ada yang salah. Kalau utk mslhdilarang berzina memang aturan tersebut sdh ada di setiap kampus. Tapi aturan tntng kekerasan seksual belum ada.",,0,0,0
1051,Sepuluh Tahun Lagi?,@agussari,2021-11-12T09:26:52.000Z,"Gue dukung kampus yang bersih dari kekerasan seksual.
1
5
20",,1,5,20
1052,HanTaeJhones,@HanTaeJhones,2021-11-12T08:58:35.000Z,"Replying to 
@bekicothutan
 and 
@tubirfess
Yg bahas soal pemendikbud dan kekerasan seksual di kampus, video part 4 kalo ga salah.
1",,0,0,1
1053,Chatnews ID,@IdChatnews,2021-11-12T08:57:44.000Z,"Mendikbudristek Nadiem Makarim menyebut Indonesia berada pada situasi darurat kekerasan seksual di perguruan tinggi atau kampus. #permendikbud30 #permendikbud #NadiemMakarim
chatnews.id
Heboh Permendikbudristek 30, Nadiem: Ada Pandemi Kekerasan Seksual di Kampus
Mendikbudristek Nadiem Anwar Makarim menyebut Indonesia berada pada situasi darurat kekerasan seksual di perguruan tinggi atau kampus.",,0,0,0
1054,"Di rumah aja, Awe!",@awemany,2021-11-12T08:54:57.000Z,"Replying to 
@Stakof
Saya juga udah ngetweet ini beberapa hari yg lalu. Tapi poinnya ngga di situ. Revisi permen itu diperlukan kalau beneran mau mengatasi persoalan kekerasan seksual di kampus dari akarnya.
Di rumah aja, Awe!
@awemany
 · Nov 10
Retorikanya keliru. Permen itu memang tidak melegalisasi hubungan seksual di luar nikah. Ngga ada pasal di situ yg memperbolehkan hubungan seksual seksual tanpa nikah. Jadi kalau ngejarnya ke sana ya cuma dapet angin. Dan malu juga untuk logika yg kebablasan itu. twitter.com/MardaniAliSera…
Show this thread
1",,1,0,0
1055,Dea Aulia Kartini,@deakyuu,2021-11-12T08:54:30.000Z,"Yuk ciptakan lingkungan kampus bebas dari pelaku kekerasan seksual!
Asumsi
@asumsico
 · Nov 12
Ini alasan kenapa Permendikbudristek Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di lingkungan kampus harus didukung.

Selengkapnya: https://asumsi.co/post/7825/tak-ada-alasan-tolak-permendikbudristek-ppks-harus-didukung-karena-urgen…
Show this thread",,0,0,0
1056,"Di rumah aja, Awe!",@awemany,2021-11-12T08:51:19.000Z,"Replying to 
@Stakof
Iya. Dari awal saya sudah concern dengan retorikanya. Padahal ya mari kita kembali ke esensinya. Jika kampus mau untuk ikut mengatasi masalah sex bebas, kekerasan seksual di kampus juga akan berkurang. Win win.
1
3",,0,1,3
1057,Keadilan utk korban KS,@adekumala,2021-11-12T08:50:48.000Z,"Teman2, mohon dukungannya untuk 'like' peluncuran #MerdekaBelajar Kampus Merdeka dari KS di kanal YouTube Kemdikbud.

Kalau yg pro kekerasan seksual punya buzzer utk ngebom 'dislike', kita punya hati  utk empati kepada korban/penyintas. Terima kasih.

https://youtu.be/-GT-3gF75l8
51
118",,0,51,118
1058,marsalia brenda,@bremrslia,2021-11-12T08:50:20.000Z,"Replying to 
@Khairuncha
Ini kan lg ngomongin pencegahan dan penanganan kekerasan seksual di lingkungan kampus buu.
Pelan2 sabar.. nanti soal hukum perzinahan dng cakupan lebih luas lain lagi. Undang2 yg ini untuk lingkungan kampus yg lg marak pelecahan.

Banyak pendukung belum tentu 100% benar.
1",,1,0,0
1059,Asumsi,@asumsico,2021-11-12T08:47:25.000Z,"Ini alasan kenapa Permendikbudristek Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di lingkungan kampus harus didukung.

Selengkapnya: https://asumsi.co/post/7825/tak-ada-alasan-tolak-permendikbudristek-ppks-harus-didukung-karena-urgen…
4
175
355",,4,175,355
1060,Sky,@Rahman84686563,2021-11-12T07:58:08.000Z,"Replying to 
@2024harapanbaru
 @nomerorae
 and 
@Hilmi28
aturan tentang kekerasan seksual tidak dipakai donk untuk kasus ini. tindakan asusila dan pelecehan/kekerasan seksual itu dua aturan yg saling mendukung kok. kenapa dibenturkan ? elu mau saudari lu dilecehkan di kampus dan malah disuruh diem ? terima aja ?
1",,0,0,1
1061,antaranews.com,@antaranews,2021-11-12T07:48:40.000Z,"Menteri Nadiem sampaikan saat ini kampus sedang berada pada fenomena gunung es, yang mana jika digaruk sedikit fenomena kekerasan seksual terjadi di semua kampus.
antaranews.com
Nadiem sebut ada pandemi kekerasan seksual di perguruan tinggi
Menteri Pendidikan, Kebudayaan, Riset dan Teknologi (Mendikbudristek) Nadiem Anwar Makarim mengatakan saat ini Indonesia berada pada situasi darurat kekerasan ...
2
3",,2,0,3
1062,Faiza Mardzoeki (Fully Vaxxed),@FaizaMardz,2021-11-12T07:47:15.000Z,"Dukung dan respek apa yang dilakukan oleh Kemendikbud 
@kemenpendidikan
 
Merdeka Belajar episode 14: Kampus Merdeka dari Kekerasan Seksual https://youtu.be/-GT-3gF75l8 via 
@YouTube
youtube.com
Merdeka Belajar episode 14: Kampus Merdeka dari Kekerasan Seksual
Pemerintah terus berupaya menghadirkan lingkungan belajar yang aman dan nyaman serta bebas dari kekerasan seksual. Meningkatnya kasus kekerasan seksual di pe...
1",,0,0,1
1063,Herlily,@her_fnu,2021-11-12T07:41:51.000Z,"Replying to 
@gusfaniie
Mbak, coba deh buka KUHP maupun RKUHP. Di situ sudah ada pasalnya ttg zina. Yg mbak takutkan itu bisa dilaporkan pake pasal itu. Tapi kalau  yg kekerasan seksual belum ada aturan detailnya apalagi di kampus. Yg anak: UU Perlindungan Anak; yg married UU KDRT 
@nadetzquills
2
3",,0,2,3
1064,Fariq Alfaruqi,@fariqalfaruqi,2021-11-12T07:40:44.000Z,"Melegalkan zina hanyalah tafsir, sementara kekerasan seksual di kampus dan sekolah adalah fakta.
4
8",,0,4,8
1065,Muhammad Husaini,@AldiHusaini3,2021-11-12T07:36:21.000Z,"Sekarang seluruh dosen cabul lagi was2 karena lagi rame kasus kekerasan seksual di kampus. Gua harap sih nama mereka di publis biar dapet hujatan Keras dari komen instagram #OrdeBobrok
1",,0,0,1
1066,Anggun Alifah,@AnggunBukamata,2021-11-12T07:23:49.000Z,"SETARA Institute Apresiasi Langkan Mendikbud dan Menteri Agama Terkait Pencegahan dan Penanganan Kekerasan Seksual di Kampus
bukamata.co
SETARA Institute Apresiasi Langkan Mendikbud dan Menteri Agama Terkait Pencegahan dan Penanganan...
BUKAMATA.CO, JAKARTA - SETARA Institute apresiasi langkah Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi yang telah mengeluarkan Permendikbud-Ristek No. 30 Tahun 2021 tentang Pencegahan dan",,0,0,0
1067,irineगायत्री,@gayatriveda,2021-11-12T07:22:16.000Z,"Merdeka Belajar episode 14: Kampus Merdeka dari Kekerasan Seksual https://youtu.be/-GT-3gF75l8 via 
@YouTube
 SEKARANG
youtube.com
Merdeka Belajar episode 14: Kampus Merdeka dari Kekerasan Seksual
Pemerintah terus berupaya menghadirkan lingkungan belajar yang aman dan nyaman serta bebas dari kekerasan seksual. Meningkatnya kasus kekerasan seksual di pe...
1
3",,1,0,3
1068,Muslimah Rindu Syariah,@RinduSyariahid,2021-11-12T07:21:53.000Z,"#Opini

Permen PPKS, Sinyal Liberalisasi Kampus

Penulis: Chusnatul Jannah

Maksud hati ingin mencegah dan mengatasi kekerasan seksual, yang terjadi malah mengundang kontroversi.

Selengkapnya di https://mobile.facebook.com/photo.php?fbid=892775474705851&id=127133391270067&set=a.127460224570717…
2
6",,0,2,6
1069,Indonesian Feminist Event,@feministevent,2021-11-12T07:20:40.000Z,"Kita sedang mengalami darurta KS. Survey Kanal Lembaga Negara yang dilaksanakan di 79  kampus di 29 kota menyatakan bahwa 89%perempuan dan 4% laki-laki mengalami kekerasan seksual. 77% dosen menyatakan pernah jadi korban kekerasan seksual. 63% korban tidak melaporkan kasusnya.
1",,1,0,0
1070,Anasroellah,@Asroel_Boz,2021-11-12T07:17:45.000Z,"Replying to 
@Nandagustiann
 @cipto_hd
 and 3 others
Sudah smpean akui ada instrumen hukum yg melindungi terjadinya kekerasan seksual lantas smpean setuju dg ""himbauan"" membuka ruang sex bebas lwt ""persetujuan korban"" dilingkup kampus?? kok kontradiktif banget.",,0,0,0
1071,Nurcholish Madjid Society,@CakNur_Society,2021-11-12T07:03:23.000Z,"1. Masyarakat perlu melihat pengajuan Permendikbudristek No 30 Thn 2021 sbg upaya negara utk m'cegah dan mnangani kekerasan seksual di lingkungan perguruan tinggi. Ada sederet kasus kekerasan seksual di kampus yg mencuat ke publik (cont...)
2
10
21",,2,10,21
1072,Amelia Martira,@irasjafii,2021-11-12T06:56:36.000Z,"Replying to 
@irasjafii
 @Mr_Ackrowi
 and 2 others
Sbg contoh: ada korban yg sering dikirim foto porno oleh seseorang di kampus.  Hrs ada bukti dia melarang dikirim baru disebut kekerasan seksual menurut pasal 5. Padahal di pasal 1 kalau ada penderitaan dan terkait relasi kekuasaan udsh bs disebut kekerasan seksual.Kasihan korban
2
5
6",,2,5,6
1073,Rocky Puturai,@RockyPuturai,2021-11-12T06:56:32.000Z,"Replying to 
@Kemdikbud_RI
 @ditjendikti
 and 5 others
Kampus dan sekolah tidak hanya merdeka dr Kekerasan Seksual. Tapi, juga harus merdeka dr Seks Bebas...",,0,0,0
1074,Dyouchi,@dyo_uchi,2021-11-12T06:56:24.000Z,"Replying to 
@seulgikim_
 and 
@mahdinosaur
Kalo dengan persetujuan melakukan tindakan seksual di kampus masuknya asusila, makanya yang belum diatur itu yg tanpa persetujuan, kalo terjadi tindakan asusila, dalam lingkungan pendidikan jelas yang kena sanksi dua-duanya. Karna stigma kalo terjadi pelecehan berarti korban mau
1",,1,0,0
1075,suka-suka parlay,@sukaparlay,2021-11-12T06:49:55.000Z,"Replying to 
@liffitrindewor
 @Khairinakr_
 and 
@muchlis_ar
Permendikbud ini isinya ga cuma perkosaan, tp juga tindakan pelecehan seksual lainnya yg dilakukan di lingkungan kampus.
1",,1,0,0
1076,pendekar silat,@pendekarsilat11,2021-11-12T06:49:09.000Z,"Replying to 
@Kemdikbud_RI
 @ditjendikti
 and 5 others
Dukung acara penting ini. Tapi unsur mahasiswi yang plg banyak jadi korban kekerasan seksual di kampus kok malah ndakda di layar nih Min
1",,0,0,1
1077,KalderaNews,@kalderanews,2021-11-12T06:46:08.000Z,"Kampus Merdeka dari Kekerasan Seksual, Inilah Salinan Resmi Permendikbudristeknya - https://kalderanews.com/2021/11/kampus-merdeka-dari-kekerasan-seksual-inilah-salinan-resmi-permendikbudristeknya/…",,0,0,0
